ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
209341_s_at	1.89e-02	7.33e-03	2.8677289	-3.46729	3.95e-01	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
210692_s_at	1.89e-02	7.33e-03	-2.8673902	-3.46808	-6.64e-01	SLC43A3	solute carrier family 43 member 3
203520_s_at	1.89e-02	7.34e-03	2.8669457	-3.46911	6.72e-01	ZNF318	zinc finger protein 318
203939_at	1.89e-02	7.35e-03	2.8664258	-3.47032	1.19	NT5E	5'-nucleotidase ecto
215952_s_at	1.89e-02	7.35e-03	-2.8663599	-3.47048	-4.19e-01	OAZ1	ornithine decarboxylase antizyme 1
203650_at	1.89e-02	7.35e-03	-2.8662092	-3.47083	-6.89e-01	PROCR	protein C receptor
200003_s_at	1.89e-02	7.36e-03	2.8659463	-3.47144	1.74e-01	MIR6805///RPL28	microRNA 6805///ribosomal protein L28
203271_s_at	1.90e-02	7.38e-03	2.8646297	-3.4745	4.63e-01	UNC119	unc-119 lipid binding chaperone
208732_at	1.90e-02	7.38e-03	2.8645566	-3.47467	4.55e-01	RAB2A	RAB2A, member RAS oncogene family
211080_s_at	1.90e-02	7.39e-03	-2.8643735	-3.4751	-4.40e-01	NEK2	NIMA related kinase 2
216538_at	1.90e-02	7.39e-03	-2.8643593	-3.47513	-6.34e-01		
208517_x_at	1.90e-02	7.40e-03	-2.8639035	-3.47619	-2.14e-01	BTF3	basic transcription factor 3
210644_s_at	1.90e-02	7.40e-03	-2.8639008	-3.4762	-8.11e-01	LAIR1	leukocyte associated immunoglobulin like receptor 1
201138_s_at	1.90e-02	7.41e-03	-2.8634014	-3.47736	-4.99e-01	SSB	Sjogren syndrome antigen B
216551_x_at	1.91e-02	7.42e-03	-2.862399	-3.4797	-5.87e-01	PLCG1	phospholipase C gamma 1
212242_at	1.91e-02	7.43e-03	-2.8620111	-3.4806	-3.77e-01	TUBA4A	tubulin alpha 4a
212077_at	1.91e-02	7.44e-03	2.8616957	-3.48133	4.61e-01	CALD1	caldesmon 1
212784_at	1.91e-02	7.44e-03	2.8615602	-3.48165	7.76e-01	CIC	capicua transcriptional repressor
212478_at	1.91e-02	7.44e-03	-2.8613242	-3.4822	-1.00	RMND5A	required for meiotic nuclear division 5 homolog A
218467_at	1.92e-02	7.45e-03	-2.8607616	-3.4835	-2.17e-01	PSMG2	proteasome assembly chaperone 2
201622_at	1.92e-02	7.46e-03	-2.8606825	-3.48369	-3.32e-01	SND1	staphylococcal nuclease and tudor domain containing 1
209768_s_at	1.92e-02	7.46e-03	-2.8604423	-3.48425	-5.46e-01	SEPT5-GP1BB	SEPT5-GP1BB readthrough
217390_x_at	1.92e-02	7.47e-03	-2.8598054	-3.48573	-2.73e-01		
205339_at	1.92e-02	7.48e-03	-2.8595684	-3.48628	-6.75e-01	STIL	SCL/TAL1 interrupting locus
203640_at	1.92e-02	7.48e-03	2.8593822	-3.48671	4.76e-01	MBNL2	muscleblind like splicing regulator 2
209401_s_at	1.92e-02	7.50e-03	-2.8584505	-3.48888	-2.87e-01	SLC12A4	solute carrier family 12 member 4
210544_s_at	1.92e-02	7.50e-03	2.858444	-3.48889	9.89e-01	ALDH3A2	aldehyde dehydrogenase 3 family member A2
219906_at	1.93e-02	7.50e-03	2.8582862	-3.48926	6.71e-01	EBLN2	endogenous Bornavirus-like nucleoprotein 2
221566_s_at	1.93e-02	7.50e-03	2.8582337	-3.48938	6.06e-01	NOL3	nucleolar protein 3
212003_at	1.93e-02	7.51e-03	-2.85778	-3.49044	-5.31e-01	SZRD1	SUZ RNA binding domain containing 1
204245_s_at	1.93e-02	7.52e-03	-2.8570932	-3.49203	-5.57e-01	RPP14	ribonuclease P/MRP subunit p14
207109_at	1.93e-02	7.53e-03	2.8568652	-3.49256	5.99e-01	POU2F3	POU class 2 homeobox 3
AFFX-HUMRGE/M10098_3_at	1.94e-02	7.55e-03	-2.8558352	-3.49496	-1.20		
206423_at	1.94e-02	7.55e-03	2.8556961	-3.49528	1.63	ANGPTL7	angiopoietin like 7
212797_at	1.94e-02	7.57e-03	-2.8547363	-3.49751	-8.64e-01	SORT1	sortilin 1
203324_s_at	1.94e-02	7.57e-03	2.8546377	-3.49774	3.61e-01	CAV2	caveolin 2
210305_at	1.94e-02	7.57e-03	2.8544268	-3.49823	9.37e-01	PDE4DIP	phosphodiesterase 4D interacting protein
218975_at	1.94e-02	7.58e-03	2.853973	-3.49928	8.47e-01	COL5A3	collagen type V alpha 3 chain
204391_x_at	1.95e-02	7.59e-03	2.8533874	-3.50064	4.58e-01	TRIM24	tripartite motif containing 24
204180_s_at	1.95e-02	7.59e-03	-2.8533552	-3.50072	-8.42e-01	ZBTB43	zinc finger and BTB domain containing 43
222055_at	1.95e-02	7.60e-03	2.8530454	-3.50144	4.47e-01	FAHD2CP///FAHD2B///FAHD2A	fumarylacetoacetate hydrolase domain containing 2C, pseudogene///fumarylacetoacetate hydrolase domain containing 2B///fumarylacetoacetate hydrolase domain containing 2A
52159_at	1.95e-02	7.61e-03	2.8524362	-3.50285	3.32e-01	HEMK1	HemK methyltransferase family member 1
213718_at	1.95e-02	7.61e-03	2.8523302	-3.5031	6.91e-01	RBM14-RBM4///RBM4	RBM14-RBM4 readthrough///RNA binding motif protein 4
218483_s_at	1.95e-02	7.62e-03	2.8518307	-3.50426	3.42e-01	IFT46	intraflagellar transport 46
205411_at	1.95e-02	7.63e-03	-2.8512796	-3.50554	-3.61e-01	STK4	serine/threonine kinase 4
210023_s_at	1.95e-02	7.63e-03	2.8511426	-3.50586	5.51e-01	PCGF1	polycomb group ring finger 1
210962_s_at	1.96e-02	7.64e-03	2.8509541	-3.50629	6.64e-01	AKAP9	A-kinase anchoring protein 9
216647_at	1.96e-02	7.65e-03	-2.8504423	-3.50748	-6.46e-01	TCF3	transcription factor 3
205442_at	1.96e-02	7.65e-03	2.8502433	-3.50794	7.25e-01	MFAP3L	microfibrillar associated protein 3 like
219450_at	1.96e-02	7.67e-03	2.8492318	-3.51029	2.08e-01	C4orf19	chromosome 4 open reading frame 19
208581_x_at	1.96e-02	7.67e-03	2.8491405	-3.5105	4.89e-01	MT1X	metallothionein 1X
204649_at	1.96e-02	7.68e-03	-2.8490094	-3.51081	-9.02e-01	TROAP	trophinin associated protein
213304_at	1.97e-02	7.68e-03	2.8485769	-3.51181	7.86e-01	FAM179B	family with sequence similarity 179 member B
211997_x_at	1.97e-02	7.68e-03	-2.8485209	-3.51194	-3.69e-01	MIR4738///H3F3B///H3F3A	microRNA 4738///H3 histone, family 3B///H3 histone, family 3A
200599_s_at	1.97e-02	7.69e-03	-2.8484887	-3.51201	-3.03e-01	MIR3652///HSP90B1	microRNA 3652///heat shock protein 90 beta family member 1
208975_s_at	1.97e-02	7.69e-03	-2.848413	-3.51219	-2.39e-01	KPNB1	karyopherin subunit beta 1
212575_at	1.97e-02	7.69e-03	-2.8481725	-3.51275	-5.39e-01	TMEM259	transmembrane protein 259
210262_at	1.97e-02	7.69e-03	2.8481687	-3.51276	6.05e-01	CRISP2	cysteine rich secretory protein 2
207758_at	1.97e-02	7.69e-03	-2.8481062	-3.5129	-5.46e-01		
214285_at	1.97e-02	7.72e-03	2.8465335	-3.51655	6.01e-01	FABP3	fatty acid binding protein 3
38290_at	1.98e-02	7.73e-03	-2.84599	-3.51781	-6.61e-01	RGS14	regulator of G-protein signaling 14
202939_at	1.98e-02	7.73e-03	-2.8459498	-3.5179	-3.15e-01	ZMPSTE24	zinc metallopeptidase STE24
213733_at	1.98e-02	7.74e-03	-2.8458659	-3.5181	-6.36e-01	MYO1F	myosin IF
209074_s_at	1.99e-02	7.78e-03	2.8435175	-3.52354	1.32	FAM107A	family with sequence similarity 107 member A
209348_s_at	1.99e-02	7.79e-03	2.8429835	-3.52478	6.47e-01	MAF	MAF bZIP transcription factor
212220_at	1.99e-02	7.80e-03	-2.8426858	-3.52547	-1.02	PSME4	proteasome activator subunit 4
218322_s_at	1.99e-02	7.80e-03	2.8425941	-3.52568	1.13	ACSL5	acyl-CoA synthetase long-chain family member 5
202774_s_at	1.99e-02	7.80e-03	-2.842385	-3.52617	-6.27e-01	SFSWAP	splicing factor SWAP homolog
204231_s_at	1.99e-02	7.81e-03	2.8421544	-3.5267	7.09e-01	FAAH	fatty acid amide hydrolase
204520_x_at	1.99e-02	7.81e-03	2.841926	-3.52723	6.55e-01	BRD1	bromodomain containing 1
212669_at	1.99e-02	7.81e-03	2.8418886	-3.52732	8.60e-01	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
222140_s_at	2.00e-02	7.82e-03	2.8413849	-3.52848	4.95e-01	GPR89A///GPR89B	G protein-coupled receptor 89A///G protein-coupled receptor 89B
201479_at	2.00e-02	7.83e-03	-2.8408913	-3.52963	-3.01e-01	MIR664B///SNORA56///DKC1	microRNA 664b///small nucleolar RNA, H/ACA box 56///dyskerin pseudouridine synthase 1
202553_s_at	2.00e-02	7.84e-03	2.8405841	-3.53034	3.48e-01	SYF2	SYF2 pre-mRNA splicing factor
210432_s_at	2.00e-02	7.84e-03	2.8405728	-3.53036	6.90e-01	SCN3A	sodium voltage-gated channel alpha subunit 3
217926_at	2.00e-02	7.84e-03	-2.8404971	-3.53054	-4.22e-01	C19orf53	chromosome 19 open reading frame 53
209790_s_at	2.00e-02	7.85e-03	2.8399388	-3.53183	5.05e-01	CASP6	caspase 6
204838_s_at	2.00e-02	7.85e-03	2.8397075	-3.53237	8.35e-01	MLH3	mutL homolog 3
204128_s_at	2.00e-02	7.86e-03	-2.8395842	-3.53265	-8.54e-01	RFC3	replication factor C subunit 3
209668_x_at	2.00e-02	7.86e-03	-2.8392243	-3.53349	-7.34e-01	CES2	carboxylesterase 2
221717_at	2.01e-02	7.88e-03	-2.8384024	-3.53539	-2.19e-01		
206025_s_at	2.01e-02	7.89e-03	-2.8378658	-3.53663	-1.62	TNFAIP6	TNF alpha induced protein 6
221681_s_at	2.01e-02	7.90e-03	-2.8372266	-3.53811	-2.99e-01	DSPP	dentin sialophosphoprotein
217871_s_at	2.01e-02	7.91e-03	-2.8369288	-3.5388	-3.30e-01	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
201072_s_at	2.01e-02	7.91e-03	-2.8367817	-3.53914	-7.91e-01	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
210234_at	2.01e-02	7.91e-03	-2.8367265	-3.53927	-3.67e-01	GRM4	glutamate metabotropic receptor 4
211114_x_at	2.01e-02	7.91e-03	-2.8366678	-3.53941	-4.04e-01	GEMIN2	gem nuclear organelle associated protein 2
201574_at	2.01e-02	7.92e-03	2.8366082	-3.53954	2.30e-01	ETF1	eukaryotic translation termination factor 1
217976_s_at	2.02e-02	7.93e-03	2.8356746	-3.5417	4.42e-01	DYNC1LI1	dynein cytoplasmic 1 light intermediate chain 1
201857_at	2.02e-02	7.94e-03	2.8356254	-3.54182	3.65e-01	ZFR	zinc finger RNA binding protein
211258_s_at	2.02e-02	7.94e-03	-2.8355379	-3.54202	-8.35e-01	TGFA	transforming growth factor alpha
222212_s_at	2.02e-02	7.94e-03	2.8355009	-3.54211	4.11e-01	CERS2	ceramide synthase 2
217635_s_at	2.02e-02	7.94e-03	-2.8354545	-3.54221	-6.35e-01	POLG	DNA polymerase gamma, catalytic subunit
206217_at	2.02e-02	7.94e-03	2.8353133	-3.54254	4.84e-01	EDA	ectodysplasin A
201738_at	2.02e-02	7.94e-03	2.8351937	-3.54282	3.80e-01	EIF1B	eukaryotic translation initiation factor 1B
207845_s_at	2.02e-02	7.96e-03	2.8343531	-3.54476	3.70e-01	ANAPC10	anaphase promoting complex subunit 10
210104_at	2.02e-02	7.97e-03	-2.8340164	-3.54554	-4.55e-01	MED6	mediator complex subunit 6
204057_at	2.02e-02	7.97e-03	-2.8339361	-3.54573	-1.03	IRF8	interferon regulatory factor 8
200650_s_at	2.03e-02	7.98e-03	-2.8331002	-3.54766	-1.75e-01	LDHA	lactate dehydrogenase A
206182_at	2.03e-02	7.99e-03	2.8329609	-3.54798	5.68e-01	ZNF134	zinc finger protein 134
220221_at	2.03e-02	7.99e-03	2.8329438	-3.54802	1.05	VPS13D	vacuolar protein sorting 13 homolog D
211978_x_at	2.03e-02	8.00e-03	-2.8325836	-3.54885	-1.60e-01	LOC101060363///PPIA	peptidyl-prolyl cis-trans isomerase A pseudogene///peptidylprolyl isomerase A
212219_at	2.03e-02	8.00e-03	-2.8325724	-3.54888	-4.21e-01	PSME4	proteasome activator subunit 4
37892_at	2.03e-02	8.00e-03	2.8321198	-3.54993	1.43	COL11A1	collagen type XI alpha 1 chain
209214_s_at	2.04e-02	8.03e-03	-2.8309373	-3.55266	-3.53e-01	EWSR1	EWS RNA binding protein 1
217820_s_at	2.04e-02	8.03e-03	-2.8307076	-3.55319	-2.79e-01	ENAH	enabled homolog (Drosophila)
205562_at	2.04e-02	8.05e-03	-2.8296794	-3.55557	-4.33e-01	RPP38	ribonuclease P/MRP subunit p38
217346_at	2.04e-02	8.06e-03	-2.8294396	-3.55612	-3.40e-01		
214891_at	2.05e-02	8.07e-03	2.828905	-3.55736	3.64e-01	FBXO21	F-box protein 21
219713_at	2.05e-02	8.07e-03	-2.8287005	-3.55783	-3.38e-01	SHPK	sedoheptulokinase
202366_at	2.05e-02	8.08e-03	2.8284511	-3.55841	3.92e-01	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain
201786_s_at	2.05e-02	8.08e-03	-2.8281524	-3.5591	-3.71e-01	ADAR	adenosine deaminase, RNA specific
215159_s_at	2.05e-02	8.09e-03	-2.8279324	-3.5596	-5.21e-01	NADK	NAD kinase
217369_at	2.05e-02	8.10e-03	2.8274479	-3.56072	8.52e-01	LOC101930405///IGHG1	uncharacterized LOC101930405///immunoglobulin heavy constant gamma 1 (G1m marker)
209209_s_at	2.05e-02	8.10e-03	2.827432	-3.56076	1.51	FERMT2	fermitin family member 2
218142_s_at	2.06e-02	8.11e-03	2.8268198	-3.56217	4.31e-01	CRBN	cereblon
202906_s_at	2.06e-02	8.12e-03	-2.8263473	-3.56327	-4.56e-01	NBN	nibrin
201988_s_at	2.06e-02	8.12e-03	2.8261779	-3.56366	8.36e-01	CREBL2	cAMP responsive element binding protein like 2
210188_at	2.06e-02	8.13e-03	-2.8257365	-3.56468	-6.31e-01	GABPA	GA binding protein transcription factor alpha subunit
210576_at	2.07e-02	8.16e-03	2.8244292	-3.56769	2.34	CYP4F8	cytochrome P450 family 4 subfamily F member 8
222354_at	2.07e-02	8.17e-03	-2.8238395	-3.56906	-7.43e-01	F11R	F11 receptor
202593_s_at	2.07e-02	8.18e-03	-2.8234417	-3.56997	-5.60e-01	GDE1	glycerophosphodiester phosphodiesterase 1
204917_s_at	2.07e-02	8.19e-03	2.8229592	-3.57109	7.05e-01	MLLT3	MLLT3, super elongation complex subunit
209322_s_at	2.07e-02	8.19e-03	2.8227293	-3.57162	5.08e-01	SH2B1	SH2B adaptor protein 1
60815_at	2.07e-02	8.20e-03	2.8224935	-3.57216	8.42e-01	POLR2J4	RNA polymerase II subunit J4, pseudogene
218761_at	2.08e-02	8.21e-03	2.8221066	-3.57306	5.79e-01	RNF111	ring finger protein 111
203513_at	2.08e-02	8.21e-03	2.8217611	-3.57385	4.58e-01	SPG11	spastic paraplegia 11 (autosomal recessive)
219418_at	2.08e-02	8.23e-03	2.8210157	-3.57557	3.06e-01	SLC23A3///NHEJ1	solute carrier family 23 member 3///non-homologous end joining factor 1
209885_at	2.08e-02	8.24e-03	-2.8205507	-3.57664	-6.30e-01	RHOD	ras homolog family member D
208969_at	2.08e-02	8.24e-03	-2.8203062	-3.57721	-3.05e-01	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9
205560_at	2.08e-02	8.24e-03	2.820187	-3.57748	9.50e-01	PCSK5	proprotein convertase subtilisin/kexin type 5
212018_s_at	2.09e-02	8.26e-03	2.8192189	-3.57972	2.56e-01	RSL1D1	ribosomal L1 domain containing 1
203469_s_at	2.09e-02	8.29e-03	2.818157	-3.58216	7.40e-01	CDK10	cyclin dependent kinase 10
205136_s_at	2.09e-02	8.29e-03	2.8180878	-3.58232	3.95e-01	NUFIP1	NUFIP1, FMR1 interacting protein 1
220402_at	2.09e-02	8.29e-03	2.8180728	-3.58236	5.81e-01	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1
220335_x_at	2.10e-02	8.29e-03	-2.817875	-3.58282	-3.43e-01	CES3	carboxylesterase 3
212943_at	2.10e-02	8.29e-03	2.8177598	-3.58308	6.11e-01	C2CD5	C2 calcium dependent domain containing 5
212887_at	2.10e-02	8.33e-03	2.8161959	-3.58669	5.39e-01	SEC23A	Sec23 homolog A, coat complex II component
218915_at	2.11e-02	8.34e-03	2.815429	-3.58845	3.09e-01	NF2	neurofibromin 2
222013_x_at	2.11e-02	8.35e-03	2.815009	-3.58942	3.22e-01	EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase
219802_at	2.11e-02	8.36e-03	2.8147874	-3.58993	6.58e-01	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1
203619_s_at	2.11e-02	8.36e-03	-2.8144859	-3.59063	-3.65e-01	FAIM2	Fas apoptotic inhibitory molecule 2
214263_x_at	2.11e-02	8.37e-03	2.8142709	-3.59112	3.38e-01	POLR2C	RNA polymerase II subunit C
203594_at	2.11e-02	8.37e-03	-2.8141896	-3.59131	-4.23e-01	RTCA	RNA 3'-terminal phosphate cyclase
201560_at	2.11e-02	8.38e-03	2.8138224	-3.59215	3.82e-01	CLIC4	chloride intracellular channel 4
208989_s_at	2.11e-02	8.38e-03	2.8137308	-3.59236	5.39e-01	KDM2A	lysine demethylase 2A
215975_x_at	2.12e-02	8.39e-03	-2.8129165	-3.59424	-7.21e-01	GK	glycerol kinase
222070_at	2.12e-02	8.42e-03	2.8118508	-3.59669	3.50e-01	DND1	DND microRNA-mediated repression inhibitor 1
206448_at	2.12e-02	8.42e-03	2.8116029	-3.59726	6.39e-01	ZNF365	zinc finger protein 365
202212_at	2.12e-02	8.43e-03	-2.8113918	-3.59775	-5.51e-01	PES1	pescadillo ribosomal biogenesis factor 1
217690_at	2.12e-02	8.43e-03	2.8113651	-3.59781	8.84e-01	ENOSF1	enolase superfamily member 1
221495_s_at	2.13e-02	8.43e-03	2.8110288	-3.59859	3.13e-01	TCF25	transcription factor 25
204468_s_at	2.13e-02	8.45e-03	2.810372	-3.6001	6.73e-01	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
204791_at	2.13e-02	8.47e-03	2.8092912	-3.60259	8.33e-01	NR2C1	nuclear receptor subfamily 2 group C member 1
218871_x_at	2.14e-02	8.48e-03	2.8085778	-3.60423	4.36e-01	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
214601_at	2.14e-02	8.49e-03	2.8085549	-3.60428	4.50e-01	TPH1	tryptophan hydroxylase 1
215388_s_at	2.14e-02	8.49e-03	2.8085052	-3.60439	6.76e-01	CFHR1///CFH	complement factor H related 1///complement factor H
203830_at	2.14e-02	8.49e-03	2.8082314	-3.60502	4.34e-01	C17orf75	chromosome 17 open reading frame 75
214712_at	2.14e-02	8.50e-03	2.8080126	-3.60553	3.01e-01	SNX29P2	sorting nexin 29 pseudogene 2
209832_s_at	2.14e-02	8.50e-03	-2.8078353	-3.60594	-7.09e-01	CDT1	chromatin licensing and DNA replication factor 1
216032_s_at	2.14e-02	8.50e-03	2.8076905	-3.60627	4.32e-01	ERGIC3	ERGIC and golgi 3
212039_x_at	2.14e-02	8.50e-03	2.8076349	-3.6064	2.61e-01	SNORD83B///SNORD139///RPL3	small nucleolar RNA, C/D box 83B///small nucleolar RNA, C/D box 139///ribosomal protein L3
203484_at	2.14e-02	8.52e-03	-2.8071437	-3.60753	-2.67e-01	SEC61G	Sec61 translocon gamma subunit
76897_s_at	2.14e-02	8.52e-03	-2.8070956	-3.60764	-4.96e-01	FKBP15	FK506 binding protein 15
203219_s_at	2.14e-02	8.52e-03	-2.8068244	-3.60826	-5.45e-01	APRT	adenine phosphoribosyltransferase
222107_x_at	2.14e-02	8.53e-03	-2.8066453	-3.60867	-4.40e-01	LZTS1	leucine zipper tumor suppressor 1
213618_at	2.15e-02	8.55e-03	-2.8055258	-3.61125	-4.79e-01	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
204950_at	2.15e-02	8.55e-03	2.8054422	-3.61144	9.64e-01	CARD8	caspase recruitment domain family member 8
202608_s_at	2.15e-02	8.57e-03	-2.8045901	-3.6134	-3.57e-01	NDST1	N-deacetylase and N-sulfotransferase 1
202778_s_at	2.16e-02	8.57e-03	2.8043976	-3.61384	5.03e-01	ZMYM2	zinc finger MYM-type containing 2
202414_at	2.16e-02	8.58e-03	2.8041018	-3.61452	4.68e-01	ERCC5	ERCC excision repair 5, endonuclease
201782_s_at	2.16e-02	8.59e-03	2.803508	-3.61589	6.99e-01	AIP	aryl hydrocarbon receptor interacting protein
212121_at	2.16e-02	8.60e-03	2.8032469	-3.61649	4.69e-01	TCTN3	tectonic family member 3
207123_s_at	2.16e-02	8.60e-03	2.8029115	-3.61726	1.08	MATN4	matrilin 4
208788_at	2.16e-02	8.61e-03	2.802648	-3.61786	8.06e-01	ELOVL5	ELOVL fatty acid elongase 5
201502_s_at	2.17e-02	8.63e-03	-2.8014923	-3.62052	-5.66e-01	NFKBIA	NFKB inhibitor alpha
209571_at	2.17e-02	8.66e-03	2.8004267	-3.62296	3.27e-01	CIR1	corepressor interacting with RBPJ, 1
206348_s_at	2.18e-02	8.67e-03	2.7999651	-3.62402	5.91e-01	PDK3	pyruvate dehydrogenase kinase 3
216389_s_at	2.18e-02	8.67e-03	-2.7997223	-3.62458	-6.62e-01	DCAF11	DDB1 and CUL4 associated factor 11
208974_x_at	2.18e-02	8.68e-03	-2.7995054	-3.62508	-2.77e-01	KPNB1	karyopherin subunit beta 1
205147_x_at	2.18e-02	8.69e-03	-2.7988991	-3.62647	-8.87e-01	NCF4	neutrophil cytosolic factor 4
209060_x_at	2.18e-02	8.69e-03	-2.7988271	-3.62664	-1.08	NCOA3	nuclear receptor coactivator 3
203303_at	2.18e-02	8.71e-03	-2.7981416	-3.62821	-3.45e-01	DYNLT3	dynein light chain Tctex-type 3
218878_s_at	2.18e-02	8.71e-03	2.7980981	-3.62831	7.65e-01	SIRT1	sirtuin 1
209416_s_at	2.19e-02	8.71e-03	-2.797952	-3.62865	-2.77e-01	FZR1	fizzy/cell division cycle 20 related 1
208066_s_at	2.19e-02	8.72e-03	-2.7976917	-3.62924	-3.80e-01	GTF2B	general transcription factor IIB
202539_s_at	2.19e-02	8.73e-03	-2.7972683	-3.63022	-7.55e-01	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase
206587_at	2.19e-02	8.73e-03	2.797063	-3.63069	5.32e-01	CCT6B	chaperonin containing TCP1 subunit 6B
218965_s_at	2.19e-02	8.73e-03	-2.7969261	-3.631	-4.66e-01	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific
208752_x_at	2.19e-02	8.75e-03	2.7961443	-3.6328	2.82e-01	NAP1L1	nucleosome assembly protein 1 like 1
219166_at	2.20e-02	8.77e-03	-2.79507	-3.63526	-1.09	DNAAF2	dynein axonemal assembly factor 2
212703_at	2.20e-02	8.79e-03	2.7941409	-3.63739	3.63e-01	TLN2	talin 2
200767_s_at	2.21e-02	8.80e-03	-2.7938211	-3.63813	-6.42e-01	FAM120A	family with sequence similarity 120A
219842_at	2.21e-02	8.81e-03	2.7931284	-3.63971	7.28e-01	ARL15	ADP ribosylation factor like GTPase 15
91703_at	2.21e-02	8.82e-03	-2.7930702	-3.63985	-8.22e-01	EHBP1L1	EH domain binding protein 1 like 1
218518_at	2.21e-02	8.83e-03	2.792427	-3.64132	4.29e-01	FAM13B	family with sequence similarity 13 member B
217555_at	2.21e-02	8.83e-03	2.7922532	-3.64172	3.44e-01	SMC1A	structural maintenance of chromosomes 1A
221406_s_at	2.21e-02	8.84e-03	2.7921867	-3.64187	7.47e-01	MSH5-SAPCD1///SAPCD1	MSH5-SAPCD1 readthrough (NMD candidate)///suppressor APC domain containing 1
221494_x_at	2.21e-02	8.84e-03	-2.791847	-3.64265	-3.26e-01	EIF3K	eukaryotic translation initiation factor 3 subunit K
201753_s_at	2.22e-02	8.85e-03	2.7913609	-3.64377	5.06e-01	ADD3	adducin 3
217475_s_at	2.22e-02	8.86e-03	-2.7911984	-3.64414	-8.86e-01	LIMK2	LIM domain kinase 2
40093_at	2.22e-02	8.87e-03	2.7907822	-3.64509	6.77e-01	BCAM	basal cell adhesion molecule (Lutheran blood group)
211982_x_at	2.22e-02	8.87e-03	-2.7904961	-3.64575	-3.82e-01	XPO6	exportin 6
218555_at	2.22e-02	8.89e-03	2.7897523	-3.64745	8.75e-01	ANAPC2	anaphase promoting complex subunit 2
222358_x_at	2.23e-02	8.90e-03	2.7891909	-3.64874	3.37e-01		
203205_at	2.23e-02	8.91e-03	2.7886857	-3.6499	3.82e-01	KDM4A	lysine demethylase 4A
206367_at	2.24e-02	8.96e-03	-2.7866352	-3.65459	-9.77e-01	REN	renin
204918_s_at	2.24e-02	8.96e-03	2.7865398	-3.65481	6.65e-01	MLLT3	MLLT3, super elongation complex subunit
218812_s_at	2.24e-02	8.96e-03	-2.7862887	-3.65539	-3.18e-01	ORAI2	ORAI calcium release-activated calcium modulator 2
218030_at	2.24e-02	8.97e-03	2.7862571	-3.65546	4.92e-01	GIT1	GIT ArfGAP 1
213088_s_at	2.24e-02	8.97e-03	-2.7858893	-3.6563	-3.26e-01	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9
205300_s_at	2.24e-02	8.98e-03	2.7855905	-3.65699	3.50e-01	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35
204039_at	2.24e-02	8.98e-03	-2.7854552	-3.6573	-6.03e-01	CEBPA	CCAAT/enhancer binding protein alpha
217152_at	2.25e-02	8.99e-03	2.7849359	-3.65849	5.26e-01		
217405_x_at	2.25e-02	9.00e-03	-2.7848718	-3.65863	-5.84e-01	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
54632_at	2.25e-02	9.01e-03	2.7842605	-3.66003	4.76e-01	THADA	THADA, armadillo repeat containing
205191_at	2.25e-02	9.02e-03	2.7835994	-3.66154	9.20e-01	RP2	retinitis pigmentosa 2 (X-linked recessive)
211372_s_at	2.26e-02	9.03e-03	2.7832177	-3.66242	1.23	IL1R2	interleukin 1 receptor type 2
203674_at	2.26e-02	9.03e-03	2.7832099	-3.66244	2.69e-01	HELZ	helicase with zinc finger
217647_at	2.26e-02	9.04e-03	2.7829476	-3.66304	4.74e-01	DHODH	dihydroorotate dehydrogenase (quinone)
217027_x_at	2.26e-02	9.05e-03	-2.782576	-3.66389	-2.71e-01		
201284_s_at	2.26e-02	9.05e-03	-2.7824889	-3.66409	-7.55e-01	APEH	acylaminoacyl-peptide hydrolase
213179_at	2.26e-02	9.05e-03	-2.7822722	-3.66458	-3.98e-01	CNOT9	CCR4-NOT transcription complex subunit 9
203414_at	2.26e-02	9.05e-03	2.7822422	-3.66465	6.18e-01	MMD	monocyte to macrophage differentiation associated
221970_s_at	2.26e-02	9.06e-03	-2.782165	-3.66483	-2.72e-01	NOL11	nucleolar protein 11
210978_s_at	2.26e-02	9.06e-03	-2.7818615	-3.66552	-1.32	TAGLN2	transgelin 2
210008_s_at	2.26e-02	9.07e-03	-2.7817477	-3.66578	-6.66e-01	MRPS12	mitochondrial ribosomal protein S12
201448_at	2.27e-02	9.09e-03	2.780736	-3.66809	7.29e-01	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
