ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
201290_at	1.01e-05	9.86e-07	6.0588946	5.23043	5.56e-01	SEC11A	SEC11 homolog A, signal peptidase complex subunit
221619_s_at	1.01e-05	9.88e-07	6.0584236	5.22909	3.77e-01	MTCH1	mitochondrial carrier 1
214247_s_at	1.02e-05	9.97e-07	6.0549669	5.21924	9.66e-01	DKK3	dickkopf WNT signaling pathway inhibitor 3
203122_at	1.02e-05	1.00e-06	6.053158	5.21408	1.06	TRAPPC12	trafficking protein particle complex 12
205353_s_at	1.02e-05	1.00e-06	6.0524893	5.21218	8.06e-01	PEBP1	phosphatidylethanolamine binding protein 1
203307_at	1.02e-05	1.01e-06	-6.0521152	5.21111	-8.12e-01	GNL1	G protein nucleolar 1 (putative)
221024_s_at	1.02e-05	1.01e-06	6.051945	5.21063	2.08	SLC2A10	solute carrier family 2 member 10
218788_s_at	1.03e-05	1.01e-06	6.0514437	5.2092	8.21e-01	SMYD3	SET and MYND domain containing 3
218885_s_at	1.03e-05	1.01e-06	6.0503277	5.20602	1.69	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12
200623_s_at	1.03e-05	1.02e-06	6.0479711	5.1993	1.40	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
213924_at	1.03e-05	1.02e-06	6.0476139	5.19829	1.63	GNAL	G protein subunit alpha L
204431_at	1.04e-05	1.03e-06	6.0449751	5.19077	2.00	TLE2	transducin like enhancer of split 2
208755_x_at	1.04e-05	1.03e-06	-6.0445252	5.18948	-4.38e-01	H3F3AP4///H3F3B///H3F3A	H3 histone, family 3A, pseudogene 4///H3 histone, family 3B///H3 histone, family 3A
200611_s_at	1.04e-05	1.03e-06	-6.0441794	5.1885	-8.95e-01	WDR1	WD repeat domain 1
204259_at	1.05e-05	1.04e-06	6.0402615	5.17733	1.69	MMP7	matrix metallopeptidase 7
203536_s_at	1.06e-05	1.04e-06	-6.0395034	5.17517	-6.36e-01	CIAO1	cytosolic iron-sulfur assembly component 1
202217_at	1.06e-05	1.04e-06	6.0393961	5.17487	8.91e-01	C21orf33	chromosome 21 open reading frame 33
205832_at	1.06e-05	1.04e-06	-6.0388718	5.17337	-1.03	CPA4	carboxypeptidase A4
203363_s_at	1.06e-05	1.05e-06	-6.0372413	5.16872	-8.70e-01	ATG13	autophagy related 13
207622_s_at	1.07e-05	1.06e-06	-6.0346185	5.16125	-1.16	ABCF2	ATP binding cassette subfamily F member 2
210212_x_at	1.07e-05	1.06e-06	6.0330385	5.15675	1.46	CMC4	C-X9-C motif containing 4
203661_s_at	1.08e-05	1.07e-06	6.0301088	5.1484	1.13	TMOD1	tropomodulin 1
202338_at	1.08e-05	1.08e-06	-6.0287566	5.14454	-1.52	TK1	thymidine kinase 1
206038_s_at	1.09e-05	1.08e-06	-6.0273791	5.14061	-9.47e-01	NR2C2	nuclear receptor subfamily 2 group C member 2
217911_s_at	1.09e-05	1.08e-06	-6.0270404	5.13965	-7.47e-01	BAG3	BCL2 associated athanogene 3
204439_at	1.09e-05	1.09e-06	-6.0250684	5.13403	-3.44	IFI44L	interferon induced protein 44 like
201606_s_at	1.10e-05	1.09e-06	-6.024037	5.13109	-9.14e-01	PWP1	PWP1 homolog, endonuclein
208903_at	1.10e-05	1.09e-06	6.0234112	5.1293	1.05	RPS28	ribosomal protein S28
203487_s_at	1.10e-05	1.09e-06	6.0223915	5.1264	8.34e-01	ARMC8	armadillo repeat containing 8
222243_s_at	1.11e-05	1.11e-06	6.0186379	5.1157	9.53e-01	TOB2	transducer of ERBB2, 2
212356_at	1.11e-05	1.11e-06	6.0184644	5.1152	8.21e-01	KHNYN	KH and NYN domain containing
213101_s_at	1.12e-05	1.11e-06	-6.0168815	5.11069	-5.17e-01	ACTR3	ARP3 actin related protein 3 homolog
218880_at	1.12e-05	1.12e-06	-6.0155059	5.10677	-1.63	FOSL2	FOS like 2, AP-1 transcription factor subunit
212131_at	1.12e-05	1.12e-06	6.0140722	5.10268	7.61e-01	LSM14A	LSM14A, mRNA processing body assembly factor
214760_at	1.14e-05	1.14e-06	6.0092499	5.08893	9.39e-01	ZNF337	zinc finger protein 337
214909_s_at	1.14e-05	1.14e-06	6.0071334	5.0829	1.33	DDAH2	dimethylarginine dimethylaminohydrolase 2
205364_at	1.14e-05	1.14e-06	6.0071088	5.08283	2.73	ACOX2	acyl-CoA oxidase 2
217764_s_at	1.15e-05	1.15e-06	-6.0062402	5.08035	-1.05	RAB31	RAB31, member RAS oncogene family
212549_at	1.15e-05	1.15e-06	6.0048145	5.07628	9.12e-01	STAT5B	signal transducer and activator of transcription 5B
209669_s_at	1.15e-05	1.15e-06	-6.0045414	5.0755	-6.76e-01	SERBP1	SERPINE1 mRNA binding protein 1
204467_s_at	1.15e-05	1.15e-06	6.0042007	5.07453	1.01	SNCA	synuclein alpha
215768_at	1.15e-05	1.16e-06	6.0033208	5.07202	2.10		
212761_at	1.15e-05	1.16e-06	6.0027582	5.07042	1.21	TCF7L2	transcription factor 7 like 2
204744_s_at	1.16e-05	1.17e-06	-6.0006981	5.06455	-6.04e-01	IARS	isoleucyl-tRNA synthetase
218495_at	1.16e-05	1.17e-06	5.9998418	5.0621	4.69e-01	UXT	ubiquitously expressed prefoldin like chaperone
215075_s_at	1.17e-05	1.18e-06	-5.9977274	5.05607	-1.34	GRB2	growth factor receptor bound protein 2
208335_s_at	1.18e-05	1.18e-06	5.9952086	5.04889	1.53	ACKR1	atypical chemokine receptor 1 (Duffy blood group)
221497_x_at	1.18e-05	1.19e-06	-5.9941937	5.046	-1.01	EGLN1	egl-9 family hypoxia inducible factor 1
208687_x_at	1.19e-05	1.19e-06	-5.9924126	5.04092	-6.28e-01	SNORD14D///SNORD14C///HSPA8	small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein family A (Hsp70) member 8
201126_s_at	1.19e-05	1.19e-06	5.9920871	5.03999	8.08e-01	MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
205765_at	1.19e-05	1.20e-06	5.9908771	5.03654	2.11	CYP3A5	cytochrome P450 family 3 subfamily A member 5
218273_s_at	1.19e-05	1.20e-06	-5.9903355	5.03499	-1.14	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1
202051_s_at	1.19e-05	1.20e-06	5.9895549	5.03277	9.20e-01	ZMYM4	zinc finger MYM-type containing 4
214255_at	1.19e-05	1.20e-06	5.9895324	5.0327	2.13	ATP10A	ATPase phospholipid transporting 10A (putative)
211833_s_at	1.19e-05	1.21e-06	-5.9881734	5.02883	-1.17	BAX	BCL2 associated X, apoptosis regulator
217988_at	1.19e-05	1.21e-06	5.9881189	5.02867	8.64e-01	CCNB1IP1	cyclin B1 interacting protein 1
211940_x_at	1.19e-05	1.21e-06	-5.9880862	5.02858	-5.67e-01	H3F3AP4///H3F3B///H3F3A	H3 histone, family 3A, pseudogene 4///H3 histone, family 3B///H3 histone, family 3A
212850_s_at	1.20e-05	1.22e-06	5.9860364	5.02273	2.43	LRP4	LDL receptor related protein 4
209745_at	1.21e-05	1.22e-06	5.9843992	5.01806	1.22	COQ7	coenzyme Q7, hydroxylase
206789_s_at	1.21e-05	1.22e-06	5.9842152	5.01754	1.14	POU2F1	POU class 2 homeobox 1
218556_at	1.21e-05	1.22e-06	-5.9836646	5.01597	-8.13e-01	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2
209578_s_at	1.21e-05	1.23e-06	5.9824586	5.01253	8.80e-01	POFUT2	protein O-fucosyltransferase 2
203551_s_at	1.21e-05	1.23e-06	5.9822013	5.01179	5.37e-01	COX11	COX11, cytochrome c oxidase copper chaperone
204007_at	1.21e-05	1.23e-06	-5.9821918	5.01177	-2.40	FCGR3B	Fc fragment of IgG receptor IIIb
204036_at	1.21e-05	1.23e-06	5.9806878	5.00748	1.51	LPAR1	lysophosphatidic acid receptor 1
211834_s_at	1.21e-05	1.23e-06	-5.9806793	5.00745	-2.27	TP63	tumor protein p63
210852_s_at	1.21e-05	1.24e-06	-5.9803292	5.00645	-1.68	AASS	aminoadipate-semialdehyde synthase
202531_at	1.22e-05	1.24e-06	-5.9796139	5.00441	-1.87	IRF1	interferon regulatory factor 1
205357_s_at	1.22e-05	1.24e-06	5.9791739	5.00316	2.51	AGTR1	angiotensin II receptor type 1
206036_s_at	1.22e-05	1.24e-06	-5.9784954	5.00122	-2.09	REL	REL proto-oncogene, NF-kB subunit
209157_at	1.23e-05	1.25e-06	-5.9748908	4.99094	-1.16	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2
201540_at	1.23e-05	1.26e-06	5.9743008	4.98926	1.22	FHL1	four and a half LIM domains 1
210847_x_at	1.24e-05	1.26e-06	5.972126	4.98305	1.22	TNFRSF25	TNF receptor superfamily member 25
214188_at	1.24e-05	1.27e-06	5.9718541	4.98228	1.68		
211998_at	1.24e-05	1.27e-06	5.9716872	4.9818	1.66	MIR4738///H3F3B///H3F3A	microRNA 4738///H3 histone, family 3B///H3 histone, family 3A
209089_at	1.24e-05	1.27e-06	-5.9704997	4.97842	-5.94e-01	RAB5A	RAB5A, member RAS oncogene family
213800_at	1.24e-05	1.27e-06	5.9700548	4.97715	2.21	CFH	complement factor H
202886_s_at	1.25e-05	1.28e-06	-5.9688984	4.97385	-1.29	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
200791_s_at	1.25e-05	1.28e-06	5.9671573	4.96888	5.30e-01	IQGAP1	IQ motif containing GTPase activating protein 1
200838_at	1.26e-05	1.29e-06	-5.9647392	4.96198	-8.26e-01	CTSB	cathepsin B
202405_at	1.27e-05	1.30e-06	5.9622252	4.95481	1.03	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1
214475_x_at	1.27e-05	1.30e-06	5.9614071	4.95248	1.97	CAPN3	calpain 3
208384_s_at	1.27e-05	1.30e-06	-5.9612654	4.95207	-1.70	MID2	midline 2
219704_at	1.28e-05	1.31e-06	5.9597044	4.94762	1.78	YBX2	Y-box binding protein 2
213489_at	1.28e-05	1.31e-06	5.958536	4.94428	1.21	MAPRE2	microtubule associated protein RP/EB family member 2
213839_at	1.28e-05	1.32e-06	5.9577909	4.94216	1.33	CLMN	calmin
218315_s_at	1.29e-05	1.32e-06	5.9566988	4.93904	7.58e-01	CDK5RAP1	CDK5 regulatory subunit associated protein 1
200929_at	1.29e-05	1.32e-06	-5.9564045	4.9382	-5.06e-01	TMED10	transmembrane p24 trafficking protein 10
213547_at	1.29e-05	1.32e-06	5.9561655	4.93752	1.01	CAND2	cullin associated and neddylation dissociated 2 (putative)
202860_at	1.29e-05	1.33e-06	5.9542457	4.93204	9.44e-01	DENND4B	DENN domain containing 4B
214864_s_at	1.30e-05	1.33e-06	5.9532865	4.92931	7.35e-01	GRHPR	glyoxylate and hydroxypyruvate reductase
209724_s_at	1.30e-05	1.34e-06	5.9529694	4.9284	9.34e-01	ZBTB14	zinc finger and BTB domain containing 14
213196_at	1.30e-05	1.34e-06	5.9514661	4.92411	1.22	ZNF629	zinc finger protein 629
209686_at	1.30e-05	1.35e-06	5.9504312	4.92116	1.94	S100B	S100 calcium binding protein B
205381_at	1.31e-05	1.35e-06	5.9496097	4.91881	2.48	LRRC17	leucine rich repeat containing 17
219451_at	1.31e-05	1.35e-06	5.9493615	4.91811	8.47e-01	MSRB2	methionine sulfoxide reductase B2
201732_s_at	1.31e-05	1.35e-06	-5.9482878	4.91504	-1.72	CLCN3	chloride voltage-gated channel 3
209488_s_at	1.31e-05	1.36e-06	5.9473347	4.91232	1.51	RBPMS	RNA binding protein with multiple splicing
209744_x_at	1.31e-05	1.36e-06	-5.9465651	4.91013	-1.82	ITCH	itchy E3 ubiquitin protein ligase
200884_at	1.33e-05	1.37e-06	5.9433459	4.90094	1.16	CKB	creatine kinase B
219205_at	1.33e-05	1.38e-06	5.9421946	4.89766	1.09	SRR	serine racemase
209106_at	1.34e-05	1.39e-06	5.9399824	4.89134	7.09e-01	NCOA1	nuclear receptor coactivator 1
204736_s_at	1.34e-05	1.39e-06	5.939785	4.89078	1.67	CSPG4	chondroitin sulfate proteoglycan 4
210706_s_at	1.34e-05	1.39e-06	5.9384695	4.88702	1.20	RNF24	ring finger protein 24
213367_at	1.34e-05	1.39e-06	5.9381967	4.88625	1.15	LOC155060	AI894139 pseudogene
213342_at	1.35e-05	1.40e-06	-5.9371719	4.88332	-9.30e-01	YAP1	Yes associated protein 1
211015_s_at	1.35e-05	1.40e-06	-5.9362122	4.88058	-1.04	HSPA4	heat shock protein family A (Hsp70) member 4
217832_at	1.35e-05	1.40e-06	-5.9357801	4.87935	-6.34e-01	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
221924_at	1.35e-05	1.41e-06	5.9350207	4.87718	8.53e-01	ZMIZ2	zinc finger MIZ-type containing 2
218992_at	1.36e-05	1.42e-06	-5.9324817	4.86994	-1.06	PLGRKT	plasminogen receptor with a C-terminal lysine
200602_at	1.37e-05	1.43e-06	5.9301764	4.86336	6.24e-01	APP	amyloid beta precursor protein
217798_at	1.37e-05	1.43e-06	5.9301534	4.86329	5.28e-01	CNOT2	CCR4-NOT transcription complex subunit 2
39249_at	1.37e-05	1.43e-06	-5.9300318	4.86294	-1.71	AQP3	aquaporin 3 (Gill blood group)
217930_s_at	1.38e-05	1.44e-06	-5.9263612	4.85247	-1.84	TOLLIP	toll interacting protein
36554_at	1.39e-05	1.45e-06	5.9240488	4.84587	1.54	ASMTL	acetylserotonin O-methyltransferase-like
222121_at	1.40e-05	1.46e-06	5.9223131	4.84091	1.87	ARHGEF26	Rho guanine nucleotide exchange factor 26
218156_s_at	1.40e-05	1.46e-06	-5.9217312	4.83925	-9.66e-01	TSR1	TSR1, ribosome maturation factor
201532_at	1.40e-05	1.46e-06	-5.9216562	4.83904	-6.73e-01	PSMA3	proteasome subunit alpha 3
218163_at	1.40e-05	1.47e-06	-5.920572	4.83594	-7.68e-01	MCTS1	MCTS1, re-initiation and release factor
204340_at	1.41e-05	1.47e-06	5.9187977	4.83088	8.02e-01	TMEM187	transmembrane protein 187
208932_at	1.41e-05	1.48e-06	-5.9183691	4.82966	-2.35	PPP4C	protein phosphatase 4 catalytic subunit
211668_s_at	1.41e-05	1.48e-06	-5.9178049	4.82804	-1.65	PLAU	plasminogen activator, urokinase
202262_x_at	1.41e-05	1.48e-06	5.916731	4.82498	1.16	DDAH2	dimethylarginine dimethylaminohydrolase 2
58900_at	1.41e-05	1.48e-06	5.9165388	4.82443	1.04	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
212156_at	1.41e-05	1.49e-06	5.9158837	4.82256	6.39e-01	VPS39	VPS39, HOPS complex subunit
218211_s_at	1.41e-05	1.49e-06	5.9158183	4.82237	2.12	MLPH	melanophilin
205476_at	1.43e-05	1.50e-06	-5.9120187	4.81153	-4.10	CCL20	C-C motif chemokine ligand 20
204034_at	1.43e-05	1.51e-06	-5.9113332	4.80957	-1.53	ETHE1	ETHE1, persulfide dioxygenase
210020_x_at	1.43e-05	1.51e-06	-5.9109565	4.8085	-1.90	CALML3	calmodulin like 3
215537_x_at	1.43e-05	1.51e-06	5.9106275	4.80756	1.35	DDAH2	dimethylarginine dimethylaminohydrolase 2
209016_s_at	1.44e-05	1.51e-06	5.909849	4.80533	2.43	KRT7	keratin 7
205593_s_at	1.44e-05	1.52e-06	5.9089003	4.80263	1.52	PDE9A	phosphodiesterase 9A
211404_s_at	1.45e-05	1.53e-06	-5.9055305	4.79301	-1.07	APLP2	amyloid beta precursor like protein 2
214205_x_at	1.46e-05	1.54e-06	-5.9043379	4.7896	-1.32	GLRX3	glutaredoxin 3
212455_at	1.46e-05	1.54e-06	5.9033058	4.78665	5.71e-01	YTHDC1	YTH domain containing 1
213103_at	1.46e-05	1.55e-06	5.902201	4.7835	1.40	STARD13	StAR related lipid transfer domain containing 13
215438_x_at	1.47e-05	1.55e-06	-5.9001432	4.77762	-7.73e-01	GSPT1	G1 to S phase transition 1
208114_s_at	1.48e-05	1.56e-06	-5.898363	4.77254	-1.84	ISG20L2	interferon stimulated exonuclease gene 20 like 2
202089_s_at	1.48e-05	1.57e-06	-5.8968032	4.76809	-1.27	SLC39A6	solute carrier family 39 member 6
202954_at	1.49e-05	1.57e-06	-5.8959421	4.76563	-1.64	UBE2C	ubiquitin conjugating enzyme E2 C
201089_at	1.49e-05	1.58e-06	-5.894952	4.7628	-7.99e-01	ATP6V1B2	ATPase H+ transporting V1 subunit B2
212770_at	1.49e-05	1.58e-06	-5.894765	4.76227	-8.65e-01	TLE3	transducin like enhancer of split 3
200830_at	1.49e-05	1.58e-06	-5.8937694	4.75943	-5.40e-01	PSMD2	proteasome 26S subunit, non-ATPase 2
201277_s_at	1.50e-05	1.59e-06	-5.8924686	4.75571	-6.31e-01	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B
212611_at	1.50e-05	1.60e-06	5.8907036	4.75067	1.55	DTX4	deltex E3 ubiquitin ligase 4
209343_at	1.52e-05	1.61e-06	5.8878893	4.74264	1.80	EFHD1	EF-hand domain family member D1
202543_s_at	1.52e-05	1.61e-06	-5.8877917	4.74236	-2.06	GMFB	glia maturation factor beta
205401_at	1.53e-05	1.63e-06	-5.8842	4.7321	-1.85	AGPS	alkylglycerone phosphate synthase
212236_x_at	1.54e-05	1.63e-06	-5.8827819	4.72805	-1.27	KRT17///JUP	keratin 17///junction plakoglobin
202565_s_at	1.54e-05	1.63e-06	5.8825887	4.7275	7.77e-01	SVIL	supervillin
215185_at	1.54e-05	1.64e-06	5.8818118	4.72528	1.50	LINC00963	long intergenic non-protein coding RNA 963
220387_s_at	1.54e-05	1.64e-06	5.8807713	4.72231	1.26	HHLA3	HERV-H LTR-associating 3
201023_at	1.54e-05	1.64e-06	5.8806155	4.72187	7.60e-01	TAF7	TATA-box binding protein associated factor 7
213828_x_at	1.54e-05	1.65e-06	-5.8799835	4.72006	-5.04e-01	H3F3AP4///H3F3B///H3F3A	H3 histone, family 3A, pseudogene 4///H3 histone, family 3B///H3 histone, family 3A
202561_at	1.55e-05	1.65e-06	5.8794639	4.71858	1.53	TNKS	tankyrase
203573_s_at	1.55e-05	1.65e-06	-5.878741	4.71651	-1.22	RABGGTA	Rab geranylgeranyltransferase alpha subunit
218378_s_at	1.55e-05	1.66e-06	5.8782846	4.71521	7.07e-01	LOC100630923///LOC100289561///PRKRIP1	LOC100289561-PRKRIP1 readthrough///uncharacterized LOC100289561///PRKR interacting protein 1 (IL11 inducible)
201307_at	1.56e-05	1.66e-06	5.8767182	4.71074	1.30	SEPT11	septin 11
201825_s_at	1.56e-05	1.67e-06	5.8757648	4.70801	1.40	SCCPDH	saccharopine dehydrogenase (putative)
205089_at	1.57e-05	1.68e-06	5.8738335	4.7025	8.05e-01	ZNF7	zinc finger protein 7
214771_x_at	1.57e-05	1.69e-06	5.8717706	4.69661	7.98e-01	MPRIP	myosin phosphatase Rho interacting protein
201516_at	1.57e-05	1.69e-06	-5.8716936	4.69639	-1.44	SRM	spermidine synthase
208950_s_at	1.58e-05	1.69e-06	-5.8706969	4.69354	-6.78e-01	ALDH7A1	aldehyde dehydrogenase 7 family member A1
203108_at	1.58e-05	1.69e-06	5.8702684	4.69232	1.46	GPRC5A	G protein-coupled receptor class C group 5 member A
204656_at	1.58e-05	1.70e-06	-5.8695503	4.69027	-1.42	SHB	SH2 domain containing adaptor protein B
204092_s_at	1.58e-05	1.70e-06	-5.8690128	4.68873	-1.84	AURKA	aurora kinase A
202170_s_at	1.59e-05	1.70e-06	-5.8683569	4.68686	-1.26	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
213340_s_at	1.59e-05	1.70e-06	5.8683069	4.68672	1.11	TP73-AS1	TP73 antisense RNA 1
209501_at	1.59e-05	1.71e-06	5.8663174	4.68103	1.37	LOC101060399///CDR2	cerebellar degeneration-related protein 2///cerebellar degeneration related protein 2
202619_s_at	1.60e-05	1.72e-06	-5.8643595	4.67544	-1.55	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2
213796_at	1.60e-05	1.72e-06	-5.8642878	4.67524	-2.99	SPRR1A	small proline rich protein 1A
201433_s_at	1.61e-05	1.74e-06	5.8614545	4.66714	7.82e-01	PTDSS1	phosphatidylserine synthase 1
201860_s_at	1.61e-05	1.74e-06	-5.8612359	4.66652	-2.68	PLAT	plasminogen activator, tissue type
219826_at	1.62e-05	1.74e-06	5.8600932	4.66326	1.45	ZNF419	zinc finger protein 419
213397_x_at	1.62e-05	1.75e-06	5.8585222	4.65877	1.54	RNASE4	ribonuclease A family member 4
209464_at	1.63e-05	1.76e-06	-5.8570827	4.65466	-1.99	AURKB	aurora kinase B
218512_at	1.63e-05	1.76e-06	-5.85605	4.65171	-8.72e-01	WDR12	WD repeat domain 12
209375_at	1.63e-05	1.77e-06	5.8556939	4.65069	1.17	XPC	XPC complex subunit, DNA damage recognition and repair factor
202365_at	1.64e-05	1.78e-06	5.8536066	4.64473	1.05	UNC119B	unc-119 lipid binding chaperone B
213249_at	1.64e-05	1.78e-06	5.8532988	4.64385	1.24	FBXL7	F-box and leucine rich repeat protein 7
201169_s_at	1.66e-05	1.79e-06	-5.850725	4.6365	-2.03	BHLHE40	basic helix-loop-helix family member e40
201234_at	1.66e-05	1.79e-06	5.8507039	4.63644	8.86e-01	ILK	integrin linked kinase
207831_x_at	1.66e-05	1.80e-06	5.8494481	4.63285	8.01e-01	DHPS	deoxyhypusine synthase
213059_at	1.66e-05	1.80e-06	5.8489425	4.63141	1.74	CREB3L1	cAMP responsive element binding protein 3 like 1
207535_s_at	1.67e-05	1.81e-06	-5.8475823	4.62752	-1.11	NFKB2	nuclear factor kappa B subunit 2
203240_at	1.67e-05	1.81e-06	5.8469423	4.62569	2.65	FCGBP	Fc fragment of IgG binding protein
202005_at	1.70e-05	1.84e-06	-5.8414333	4.60996	-1.56	ST14	suppression of tumorigenicity 14
214444_s_at	1.70e-05	1.84e-06	-5.8411524	4.60915	-1.56	PVR	poliovirus receptor
207081_s_at	1.71e-05	1.86e-06	5.8378535	4.59973	8.16e-01	PI4KA	phosphatidylinositol 4-kinase alpha
212542_s_at	1.72e-05	1.87e-06	5.8366689	4.59634	6.97e-01	PHIP	pleckstrin homology domain interacting protein
201626_at	1.73e-05	1.88e-06	5.8331833	4.58639	1.80	INSIG1	insulin induced gene 1
209655_s_at	1.74e-05	1.89e-06	5.8319218	4.58278	2.15	TMEM47	transmembrane protein 47
204688_at	1.74e-05	1.89e-06	5.8315877	4.58183	1.82	SGCE	sarcoglycan epsilon
203117_s_at	1.75e-05	1.90e-06	5.8295097	4.57589	1.33	PAN2	PAN2 poly(A) specific ribonuclease subunit
217094_s_at	1.76e-05	1.91e-06	-5.8276544	4.57059	-1.61	ITCH	itchy E3 ubiquitin protein ligase
200777_s_at	1.76e-05	1.92e-06	-5.8273921	4.56984	-6.94e-01	BZW1	basic leucine zipper and W2 domains 1
209272_at	1.77e-05	1.93e-06	5.8242585	4.56089	9.32e-01	NAB1	NGFI-A binding protein 1
219158_s_at	1.78e-05	1.94e-06	-5.8225979	4.55614	-1.88	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit
52255_s_at	1.79e-05	1.95e-06	5.8209898	4.55155	1.30	COL5A3	collagen type V alpha 3 chain
213497_at	1.82e-05	1.99e-06	5.8148016	4.53387	1.23	ABTB2	ankyrin repeat and BTB domain containing 2
219015_s_at	1.82e-05	1.99e-06	-5.8143945	4.5327	-1.76	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit
203843_at	1.83e-05	2.00e-06	-5.8128646	4.52833	-8.14e-01	RPS6KA3	ribosomal protein S6 kinase A3
207386_at	1.83e-05	2.00e-06	-5.8117151	4.52505	-1.01	CYP7B1	cytochrome P450 family 7 subfamily B member 1
222200_s_at	1.83e-05	2.00e-06	5.8116957	4.52499	5.13e-01	BSDC1	BSD domain containing 1
200700_s_at	1.83e-05	2.00e-06	-5.8115567	4.5246	-8.58e-01	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
210018_x_at	1.85e-05	2.02e-06	-5.808411	4.51561	-1.30	MALT1	MALT1 paracaspase
218450_at	1.86e-05	2.04e-06	5.8060611	4.50889	9.11e-01	HEBP1	heme binding protein 1
201592_at	1.86e-05	2.04e-06	5.8058248	4.50822	5.58e-01	EIF3H	eukaryotic translation initiation factor 3 subunit H
220202_s_at	1.86e-05	2.04e-06	-5.8054306	4.50709	-1.34	RC3H2	ring finger and CCCH-type domains 2
209733_at	1.86e-05	2.04e-06	5.8051675	4.50634	1.14	MID2	midline 2
202647_s_at	1.87e-05	2.05e-06	-5.8031075	4.50045	-1.63	NRAS	neuroblastoma RAS viral oncogene homolog
209954_x_at	1.87e-05	2.05e-06	-5.8030271	4.50022	-1.36	SS18	SS18, nBAF chromatin remodeling complex subunit
205760_s_at	1.87e-05	2.06e-06	5.8028169	4.49962	1.20	OGG1	8-oxoguanine DNA glycosylase
208433_s_at	1.87e-05	2.06e-06	-5.8023478	4.49828	-1.94	LRP8	LDL receptor related protein 8
202528_at	1.87e-05	2.06e-06	-5.8022673	4.49805	-1.36	GALE	UDP-galactose-4-epimerase
219818_s_at	1.87e-05	2.06e-06	5.8017181	4.49648	1.15	GPATCH1	G-patch domain containing 1
209240_at	1.88e-05	2.07e-06	5.7997647	4.4909	6.83e-01	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase
37577_at	1.89e-05	2.08e-06	5.7984353	4.4871	1.11	ARHGAP19	Rho GTPase activating protein 19
200949_x_at	1.89e-05	2.09e-06	5.7973387	4.48397	3.31e-01	SNORD54///RPS20	small nucleolar RNA, C/D box 54///ribosomal protein S20
203312_x_at	1.89e-05	2.09e-06	-5.7971043	4.4833	-5.59e-01	ARF6	ADP ribosylation factor 6
209251_x_at	1.89e-05	2.09e-06	-5.7970009	4.483	-3.89e-01	TUBA1C	tubulin alpha 1c
219594_at	1.90e-05	2.10e-06	5.796035	4.48024	1.19	NINJ2	ninjurin 2
215046_at	1.90e-05	2.10e-06	5.7956937	4.47927	1.40	KANSL1L	KAT8 regulatory NSL complex subunit 1 like
205081_at	1.90e-05	2.10e-06	5.7953429	4.47826	1.72	CRIP1	cysteine rich protein 1
205109_s_at	1.90e-05	2.10e-06	5.7947671	4.47662	7.39e-01	LOC101930241///ARHGEF4	rho guanine nucleotide exchange factor 4-like///Rho guanine nucleotide exchange factor 4
208152_s_at	1.93e-05	2.13e-06	-5.7900228	4.46306	-6.31e-01	DDX21	DEAD-box helicase 21
201420_s_at	1.93e-05	2.14e-06	-5.7886784	4.45922	-9.61e-01	WDR77	WD repeat domain 77
211715_s_at	1.94e-05	2.15e-06	-5.7878869	4.45695	-1.24	BDH1	3-hydroxybutyrate dehydrogenase, type 1
216316_x_at	1.94e-05	2.15e-06	-5.7876391	4.45625	-1.64	GK6P	glycerol kinase 6 pseudogene
44783_s_at	1.94e-05	2.16e-06	5.786139	4.45196	1.04	HEY1	hes related family bHLH transcription factor with YRPW motif 1
201170_s_at	1.95e-05	2.16e-06	-5.7853791	4.44979	-9.00e-01	BHLHE40	basic helix-loop-helix family member e40
203394_s_at	1.95e-05	2.16e-06	5.7849534	4.44857	1.24	HES1	hes family bHLH transcription factor 1
212535_at	1.95e-05	2.17e-06	5.7841474	4.44627	9.88e-01	MEF2A	myocyte enhancer factor 2A
216221_s_at	1.95e-05	2.17e-06	5.7841409	4.44625	7.52e-01	PUM2	pumilio RNA binding family member 2
209842_at	1.95e-05	2.17e-06	5.7839738	4.44577	2.31	SOX10	SRY-box 10
